review_id,order_id,user_id,product_id,review_text,rating,sentiment,topic,review_date,language
RV0004913,ZPO0035630,U00174,43,"team refund varala, been chasing for 10 days :)  visit https://zepto.example/offer for more",1.0,negative,refund,2026-05-23,tanglish
RV0004289,ZPO0008102,U02559,57,"hello upi payment went through instantly, no issues pls look into this",4,positive,payment,2026-01-05,english
RV0003947,ZPO0010515,U00945,47,"Team packaging was excellent, nothing was damaged :) call me on 9876595853",3.0,positive,packaging,2026-02-19,english
RV0001826,ZPO0042498,U02622,5,guys prices increased a lot compared to last month,1.0,negative,pricing,2026-01-17,english
RV0002618,ZPO0055602,U00350,1,guys curd packet was leaking and the whole bag was wet :( 👎,2.0,negative,packaging,2026-04-08,english
RV0005720,ZPO0029881,U01751,106,Honestly prices increased a lot compared to last month :(,2.0,negative,pricing,2026-05-16,english
RV0001095,ZPO0063456,U01781,78,guys delivery person could not find the address and cannnncelled,2.0,negative,delivery,2026-06-15,english
RV0005825,ZPO0049680,U03505,81,"  AS USUAL OVERALL A GOOD EXPERIENCE, KEEP IT UP   ",5.0,positive,others,2026-02-09,english
RV0004206,ZPO0066321,U00631,46,"seriously got spoiled Suguna Farm Eggs, cannot use it pls look into this",1.0,negative,product,2026-05-27,english
RV0003615,ZPO0061196,U01532,58,"as usual worst Haldirams Namkeen Bhujia i have received, totally rotten  visit https://zepto.example/offer for more",1.0,negative,product,2026-01-30,english
RV0005678,ZPO0067231,U02235,33,"  hello packaging is terrible, everything was crushed pls look into this   ",2.0,negative,packaging,2026-05-08,english
RV0004926,ZPO0025862,U00336,21,advertised offer was not applied to my order ...,1.0,negative,offers,2026-03-16,english
RV0006140,ZPO0077578,U02019,29,as usual why was i charged a surge fee at 8pm do something about it,1.0,negative,pricing,2026-03-29,english
RV0003065,ZPO0038791,U00195,55,"paid by upi, transaction completed do something about it",3 stars,neutral,payment,2026-02-15,english
RV0001655,ZPO0066483,U02202,67,"hi packing romba mosam, milk leak aagiduchu 😤",1.0,negative,packaging,2026-03-05,tanglish
RV0006781,ZPO0036561,U00268,34,Once again cuustmer care was very helpful and polite thanks 🔥,0.0,positive,customer_support,2026-02-12,english
RV0007592,ZPO0062981,U01555,77,the box was torn and items fell out 💩,3.0,negative,packaging,2026-05-20,english
RV0002324,ZPO0049390,U01680,94,"honestly waited so long for delivery, very frustrating  visit https://zepto.example/offer for more",2.0,negative,delivery,2026-03-03,english
RV0002414,ZPO0056649,U00943,24,team support agent was useless and kept repeating the same thing pls look into this,3,negative,customer_support,2026-05-18,english
RV0006354,ZPO0068970,U03390,86,SUPER FAST DELIVERY EVEN IN THE RAIN,5.0,positive, delivery ,2026-01-07,english
RV0002655,ZPO0031961,U03593,83,"as usual Coca Cola Thums Up ok only, sameeee as any shop ... 👍 call me on 9876510399",3.0,neutral,product,2026-05-31,tanglish
RV0003227,ZPO0046185,U02712,5,"hello worst delivery experience, never on time :( 😠",2.0,negative, delivery ,2026-03-04,english
RV0003347,ZPO0014803,U02354,64,once again the website is clean and easy to navigate !!,1.0,positive,website,2026-03-11,english
RV0002679,ZPO0015049,U00437,47,  hi dilivery took the usual time :)   ,3.0,neutral,delivery,2026-03-17,english
RV0004695,ZPO0063390,U01794,2,guys support team resolved my issue within minutes,4.0,positive,customer_support,19/05/2026,english
RV0005403,ZPO0018864,U02503,20,dilivery guy was very courteous and helpful :) 👍,4.0,positive,delivery,25/03/2026,english
RV0004016,ZPO0058287,U03032,51,honestly rider was polite and delivery was quick,5.0,positive,delivery,2026-05-24,english
RV0005711_DUP,ZPO0067270,U02059,10,HONNESTLY PAYMENT PROCESS IS VERY SMOOTH AND QUICK,5.0, positive,payment,2026-01-08,english
RV0005983,ZPO0044068,U03936,113,"seriously packagng was normal, nothing damaged 🔥",3.0,neutral,packaging,2026-05-28,english
RV0000179,ZPO0071422,U01195,38,hi support team resolved my issue within minutes !!,4.0,positive,,2026-01-22,english
RV0005103,ZPO0001412,U01532,67,"Hi worst delivery experience, never on time",3.0,negative,delivery,2026-06-18,english
RV0005100,ZPO0013161,U02276,32,once again the Kiwi was stale and smelled bad ... &nbsp;,,neg,product,02/07/2026,english
RV0004033,ZPO0038767,U02998,17,guys advertised offer was not applied to my order,2.0,negative,offers,2026-03-16,english
RV0006753,ZPO0012482,U01561,57,"hi very fresh Grand Sweets Mixture, better than the local shop",5.0,positive,product,2026-04-24,english
RV0001205,ZPO0032881,U03146,3,"team fragile items packed with heavy items, obviously broke 😠",2.0,negative,packaging,2026-06-17,english
RV0002203,ZPO0079557,U02244,76,"AS USUAL WORST DELIVERY EXPERIANCE, NEVER ON TIME PLS LOOK INTO THIS",2.0,negative,delivery,2026-06-22,english
RV0005026,ZPO0039581,U03267,34,team generally satisfied with the service do something about it,5.0,positive,others,2026-04-28,english
RV0006721,ZPO0079090,U03882,6,ITEMS WERE PACKED NEATLY WITH PROPER SEPARATION,5.0,positive,packaging,20-Jun-2026,english
RV0006395,ZPO0014034,U03560,93,once again raised a complaint but costumer service completely ignored it !!,1.0,negative,customer_support,2026-03-11,english
RV0003264,ZPO0068106,U03501,17,payment process is very smooth and quick :) 🔥,1.0,positive,payment,2026-04-26,english
RV0000976,ZPO0054193,U02369,59,"Hello very fresh cadbury dairy milk, better thannn the local shop thanks",3.0,positive,product,17/01/2026,english
RV0005739,ZPO0030401,U01363,16,half the Spinach Palak was damaged and unusable,1.0,negative,product,2026-04-04,english
RV0001771,ZPO0023133,U03847,25,"team packaging was excellent, nothing was damaged :(",5.0,positive,packaging,2026-04-09,english
RV0000830,ZPO0071758,U00118,52,"honestly got spoiled Britannia Good Day Cashew, cannot use it",2.0,negative,product,2026-06-22,english
RV0000942,ZPO0004977,U03650,54,  very reasonable pricing for the convenience ...   !!,3.0,positive,pricing,2026-04-21,english
RV0006290,ZPO0014000,U03407,58,hi refund is under review as per the app do something about it,3.0,neutral,refund,2026-03-29,english
RV0002487,ZPO0008329,U01326,98,"honestly delivery was ok, slightly late but fine :(  visit https://zepto.example/offer for more",3.0,neutral,delivery,2026-06-11,english
RV0000628,ZPO0008861,U00731,65,first time ordering Tata Sampann Toor Dal here and it is really good,5.0,positive,product,2026-03-08,english
RV0004624,ZPO0032830,U02537,22,"once again cannot login, app throws an error every time pls look into this",1.0,negative,app,2026-02-06,english
RV0005703,ZPO0074041,U01415,98,AS USUAL THE APP CRASHED DURING PAYMET KINDLY RESOLVE call me on 9876522025,2.0,negative,app,2026-03-18,english
RV0000926,ZPO0051042,U03138,8,"hi excellent quality Coriander Leaves, worth the price ...",3.0,positive,product,2026-01-12,english
RV0003034,ZPO0008779,U01638,49,"teaam prices are cheaper than the supermarket, good value",5.0,positive,pricing,2026-01-30,english
RV0000296,ZPO0052382,U00409,101,"once again very disappointed overall, will not use againn ... 😤",2.0,negative,others,2026-06-26,english
RV0001053,ZPO0049939,U02931,6,delivery took the usual time :),,neutral,delivery,2026-03-15,english
RV0002708,ZPO0065044,U00183,53,"once again always find what i need, gooood stock levels",4.0,positive,INVENTORY,2026-03-18,english
RV0003435,ZPO0017120,U03959,83,"ONCE AGAIN WRONG ORDER DELIVERED, THIS IS NOT WHAT I ORDERED :)",2.0,negative,order,2026-05-13,english
RV0007429,ZPO0052810,U02465,21,team two items missing from my order pls look into this,1.0,negative,order,2026-05-24,english
RV0004519,ZPO0022192,U01331,57,suport agent understood the issue and fixed it fast pls look into this,1.0,positive,customer_support,2026-02-19,english
RV0005890,ZPO0077164,U01100,93,"seriously Safal Green Peas Frozen super quality, family loved it !!",5.0,positive,product,2026-01-08,english
RV0002790,ZPO0005159,U01067,5,"guys Green Chilli romba mosam, waste of money",2.0,negative,,2026-06-17,tanglish
RV0000945,ZPO0000667,U00557,91,honestly rider was polite and delevery was quick,4.0,positive,delivery,2026-02-23,english
RV0006590,ZPO0015075,U02296,13,order placement was smooth and everything arrived do something about it  visit https://zepto.example/offer for more,3.0,positive,order,2026-06-05,english
RV0006868,ZPO0042447,U03502,91,"seriously no separate bag for raw items, contaminated the rest ...",1.0,negative, packaging ,2026-05-08,english
RV0007922,ZPO0011115,U00102,23,"once again delivered in 8 minutes, very fast :)",3.0,positive,delivery,2026-01-20,english
RV0000013,ZPO0031907,U03224,87,"once again delivered in 8 minutes, very fast pls look into this",4.0,positive,delivery,2026-06-30,english
RV0001118,ZPO0050753,U01339,49,"seriously Lays Classic Salted Chips was okay, nothing special 😍",3.0,neutral,product,2026-02-07,english
RV0006045,ZPO0014555,U01041,111,"guys packaging is terrible, everything was crushed",,negative,packaging,2026-03-30,english
RV0003991,ZPO0056905,U03814,112,SERIOUSLY THE ORIGAMI TISSUE ROLL WAS REALLY FRESH AND GOOD QUALITY KINDLY RESOLVE,5.0,positive,product,2026-05-28,english
RV0003769,ZPO0030903,U03365,42,guys refund came back to my account the same day pls look into this,3.0,positive,refund,2026-06-20,english
RV0004842_DUP,ZPO0072302,U03433,107,"HONESTLY REFUND WAS PROCESSED WITHIN A FEW HOURS, VERY IMPRESSED 👍",5.0,positive,refund,2026-03-31,english
RV0004635,ZPO0005200,U01737,102,the Sumeru Prawns Frozen was really fresh and good quality ❤️,4.0,positive,product,02/03/2026,english
RV0001320,ZPO0069147,U01149,28,"hello packaging is terrible, everything was crushed pls look into this",1.0,negative,packaging,2026-02-07,english
RV0000780,ZPO0012718,U01567,11,seriously upi payment stuck and no refund yet :),3.0,negative,payment,2026-02-03,english
RV0001294,ZPO0059883,U01543,53,"hi refund request raised, waiting for update",5.0,neutral,refund,2026-02-25,english
RV0007581,ZPO0057904,U02129,6,"Ginger expiry date already over, how can you send this :)",1.0,negative,product,2026-01-14,english
RV0007781,ZPO0010276,U03789,88,"delivery took more than 40 minutes, terrible :(",3.0,negative,delivery,2026-03-07,english
RV0004020,ZPO0000494,U03293,66,"hi packaging was normal, nothing damaged do something about it!!!!",3.0,neutral,packaging,2026-06-04,english
RV0000434,ZPO0069365,U01634,15,"hello everything i wanted was in stock, great availability kindly resolve",5.0,positive,inventory,2026-03-21,english
RV0000654,ZPO0047626,U03910,83,"hi packaging was excellent, nothing was damaged !!!!",5.0,positive,packaging,2026-03-14,english
RV0002478,ZPO0036910,U00813,49,"As usual lays classic salted chips came in perfect condition, happy with it ... 😊",5.0,positive,product,2026-04-28,english
RV0003423,ZPO0076860,U01053,68,"seriously Fortune Sunflower Oil caaame in perfect condition, happy with it!!",5.0,positive,product,07/05/2026,english
RV0003613,ZPO0049587,U01942,41,guys still waiting for my reffund after two weeks,1.0,negative,refund,2026-05-04,english
RV0004835,ZPO0076830,U02527,57,"waited so long for delivery, very frustrating",1.0,negative,delivery,2026-03-30,english
RV0005000,ZPO0037508,U01079,94,"as usual packaging was normal, nothing damaged",1.0,neutral,packaging,2026-03-31,english
RV0005782,ZPO0037694,U00176,111,"wrong order delivered, this is not what i ordered pls look into this!!!!!",1.0,negative,order,05/25/2026,english
RV0005005,ZPO0045535,U00453,11,"seriously always find what i need, good stock levels do something about it 😊",5.0,positive,inventory,02/20/2026,english
RV0005041,ZPO0073793,U03076,32,"cold items came in an insulated bag, well done ❤️",3.0,positive, packaging ,02/17/2026,english
RV0004349,ZPO0032027,U02245,45,once again still waiting for my refudn after two weeks kindly resolve 😤,,negative,refund,2026-02-11,english
RV0002887,ZPO0062647,U02534,113,"honestly membership is not worth the mony, barely any benefit",1.0,negative,membership,2026-06-30,english
RV0006681,ZPO0079466,U02193,2,"hi Onion expiry datttte already over, how can you send this :(",1.0,negative,product,08/04/2026,english
RV0003333,ZPO0056681,U00588,87,"honestly packaging was excellent, nothing was damaged",4.0,positive,packaging,2026-02-28,english
RV0006055,ZPO0044199,U02005,50,"order was delivered, one item substituted call me on 9876542424",3.0,neutral,order,2026-06-30,english
RV0005247,ZPO0064360,U01403,96,hello two items missing from my order !!,1.0,negative,order,2026-03-07,english
RV0006835,ZPO0000064,U00018,51,  delevery guy was very courteous and helpful   ,5.0,positive,delivery,2026-03-17,english
RV0005769,ZPO0053784,U01226,99,hello deliverly person could not find the address and cancelled,2.0,negative,delivery,2026-03-21,english
RV0002905,ZPO0008033,U00434,38,"recieved the Amul Cheese Slices, average quality :(",2.0,neutral,product,27/06/2026,english
RV0000571,ZPO0035849,U02766,89,"honestly order arrived, nothing to say about the delivery do something about it",2,neutral,delivery,2026-05-29,english
RV0001449,ZPO0063539,U00732,71,team items were packed neatly with proper separation,5.0,positive,packaging,2026-02-10,english
RV0004337,ZPO0054906,U03912,24,"as usual delivery took more than 40 minutes, terrible",1.0,negative,delivery,2026-02-01,english
RV0007335,ZPO0010366,U00219,34,"seriously delivery took more than 40 minutes, terrible",1.0,negative,delivery,2026-06-09,english
RV0004447,ZPO0009180,U01242,55,"seriously delivery was ok, slightly late but fine ❤️",1.0,neutral,delivery,2026-03-02,english
RV0006072,ZPO0056006,U00215,30,"seriously very dissapointedddd overall, will not use again",2.0,negative,others,2026-03-04,english
RV0007389,ZPO0072003,U01627,57,  refund rejected without any proper explanation   ,1.0,negative,refund,04/06/2026,english
RV0001746,ZPO0006062,U02659,14,"seriously rider came, handed the bag, that is it kindly resolve",3.0,neutral,delivery,2026-03-25,english
RV0002742,ZPO0046177,U02762,83,orrder said 10 minutes but came after an hour,1.0,negative,delivery,2026-05-27,english
RV0001591,ZPO0045704,U03012,2,Seriously receved the order with a small change in items kindly resolve &nbsp;,2.0,neutral,order,2026-05-03,english
RV0007878,ZPO0056716,U03638,7,order placement was smooth and everything arrived,5.0,positive,order,2026-05-25,english
RV0004081,ZPO0063609,U00310,43,"hi Amul Lassi Sweet super quality, family loved it",4.0,positive,product,2026-06-23,english
RV0000288,ZPO0052191,U01121,56,team got my refund quickly without any argument do something about it,,positive,refund,2026-02-22,english
RV0001739,ZPO0046771,U03675,1,"team delivery romba late, 10 minutes nu sonninga 😤",1.0,negative,delivery,2026-01-29,tanglish
RV0006067,ZPO0035937,U03661,87,once again app is very slow and freezes constantly kindly resolve,2.0,negative,app,2026-01-21,english
RV0007318,ZPO0013820,U02740,58,as usual app is very slow and freezes constantly,1.0,negative,app,2026-01-26,english
RV0003667,ZPO0002885,U02769,102,once again delivery guy was very courteous and helpful thanks,5.0,pos,delivery,2026-05-04,english
RV0005147,ZPO0039685,U02636,21,the Baaanana Robusta was really fresh and good quallity thanks,5.0,positive,product,2026-06-29,english
RV0004952,ZPO0069682,U02610,17,Hi refund rejected without any proper explanation :( &nbsp;,2.0,negative,,2026-05-23,english
RV0006214,ZPO0075839,U02065,91,"honestly Cocofly Tender Coconut Water ok only, same as any shop pls look into this",3.0,neutral,product,2026-04-20,english
RV0005756,ZPO0006475,U00001,103,"once again very fresh Surf Excel Detergent Powder, better than the local shop kindly resolve",5.0,positive, product ,2026-05-27,english
RV0002828,ZPO0073013,U01889,93,super fast delivery even in the rain,5.0,positive,delivery,02/14/2026,english
RV0001685,ZPO0023353,U01179,4,"Carrot Ooty was not fresh at all, very disappointed !!",1.0,negative,product,2026-06-06,english
RV0005411,ZPO0025607,U02926,13,double paymnt happened for the same order pls look into this 👎,1.0,negative,payment,2026-01-20,english
RV0001339,ZPO0049165,U03744,110,team the box was torn and items fell out !!,1.0,negative,packaging,2026-01-18,english
RV0005490,ZPO0057397,U03449,73,seriously app crash aagudhu every time i open it :(,1.0,neg, app ,2026-02-01,tanglish
RV0002743,ZPO0037562,U01155,58,hi refnd is under review as per the app :),3.0,neutral,refund,2026-04-02,english
RV0004079,ZPO0024437,U02280,98,"fragile items packed with heavy items, obviously broke :)",1.0,negative,packaging,2026-06-13,english
RV0006795,ZPO0066268,U02149,92,"PACKAGING WAS NORMAL, NOTHING DAMAGED :(",3.0,neutral,packaging,2026-06-25,english
RV0000651,ZPO0032629,U00970,38,why was i charged a surge fee at 8pm,3.0,negative,pricing,2026-06-24,english
RV0004632,ZPO0009547,U00286,112,"Hi got spoiled origaaami tissue roll, cannot use it 😤 call me on 9876553959",3.0,negative,product,2026-05-23,english
RV0002903,ZPO0056620,U03739,1,"once again Tomato Local quality is very poor, threw it away pls look into this",2,negative,product,2026-05-21,english
RV0002259,ZPO0043825,U03090,93,"love the new app design, very smooth :)",4.0,positive,app,2026-02-22,english
RV0004503,ZPO0028239,U01186,30,"once again pakaging was normal, nothing damaged pls look into this",0.0,neutral,packaging,2026-03-01,english
RV0006634,ZPO0000253,U03649,73,"GUYS PACKAGING WAS NORMAL, NOTHING DAMAGED !! 🔥",1.0,Neutral,packaging,2026-02-12,english
RV0002987,ZPO0066266,U01040,33,uploaded photos of the damaged item but refund was denied,2.0,negative,refund,2026-04-11,english
RV0006764,ZPO0071711,U02135,21,honestly half the Banana Robusta was damaged and unusable,2.0,negative,product,2026-03-26,english
RV0002122,ZPO0012756,U02435,50,"hello cannot checkout on the website, it keeps erroring :)",2.0,negative,website,2026-03-19,english
RV0007348,ZPO0006035,U01222,101,"delivary took more than 40 minuts, terible thanks",1.0,negative,delivery,2026-01-01,english
RV0003438,ZPO0025993,U02343,98,"seriously refund was processed within a few hours, very impressed",4.0,positive,refund,2026-03-04,english
RV0004565,ZPO0010823,U02607,25,App crash aagudhu every time i open it 😤,2.0,negative,,2026-04-18,tanglish
RV0001565,ZPO0018837,U03539,82,"Coca Cola Sprite ok only, same as any shop thanks",4.0,neutral,product,2026-04-03,tanglish
RV0006333,ZPO0069260,U02818,16,as usual half the Spinach Palak was damaged and unusable :(,1.0,negative,product,2026-01-28,english
RV0004819,ZPO0032455,U01385,50,"seriously overall a good experience, keep it up ...!!!!",5.0,positive,others,2026-05-01,english
RV0004735,ZPO0026827,U01792,55,as usual latest update made the app completely unusable thanks!!,1.0,negative,app,2026-06-02,english
RV0003371,ZPO0057030,U03742,95,"delivered in 8 minutess, very fast !!",4.0,positive,delivery,16-Jun-2026,english
RV0002186,ZPO0071927,U03271,13,,5.0,Positive,payment,2026-05-25,english
RV0000709,ZPO0061844,U01615,21,"SERIOUSLY APP WORKS, SOMETIMES SLOW !!",3.0,neutral,app,2026-04-11,english
RV0001232,ZPO0002338,U03362,98,"delivery took more than 40 minutess, terrble kindly resolve",3.0,negative,delivery,27-Jan-2026,english
RV0005229,ZPO0071926,U03312,6,guys refund came back to my account the same day :( 🔥,5.0,positive,refund,2026-01-22,english
RV0001259,ZPO0040349,U03447,112,"hi prices arrre cheaper than the supermarket, good value do something about it 👍",2.0,positive,pricing,2026-05-22,english
RV0002255,ZPO0043523,U03916,41,"Once again aavin buttermilk came in perfect condition, happy with it",3.0,positive,product,03/11/2026,english
RV0001952,ZPO0073207,U03118,31,"once again the Pineapple was as expected, no complaints no praise ... 👍 &nbsp;",3.0,neutral,product,01/19/2026,english
RV0007704,ZPO0057942,U00765,60,as usual super fast delivery even in the rain !!,4.0,positive,delivery,2026-03-24,english
RV0000114,ZPO0058715,U03463,109,"hi waited so long for delivery, very frustrating",3.0,negative,delivery,2026-01-03,english
RV0007024,ZPO0039873,U02122,4,"got spoiled Carrot Ooty, cannot use it !!",2.0,negative,product,2026-04-02,english
RV0002510,ZPO0044092,U02722,102,honestly app crash aagudhu every time i open it kindly resolve,5.0,negative,app,2026-05-14,tanglish
RV0006380,ZPO0051141,U03228,67,"delivered in 8 minutes, very fast pls look into this",4.0,positive,delivery,2026-01-17,english
RV0004886,ZPO0019203,U00230,13,HONESTLY PRICES ARE ABOUT THE SAME AS OTHER APPS KINDLY RESOLVE,1.0,neutral,pricing,01/12/2026,english
RV0004554,ZPO0011956,U03215,40,Guys order said 10 mins but came after an hour pls look into this,1.0,negative,delivery,2026-05-01,english
RV0002549,ZPO0049029,U01410,62,"honestly got spoiled Britannia Rusk Toast, cannot use it plsss look into this!!",3.0,negative,product,2026-03-10,english
RV0005699,ZPO0003891,U03995,91,  hi delivery guy was very courteous and helpful ...   ,4.0,positive,delivery,2026-06-02,english
RV0000508,ZPO0071110,U00059,71,  once again deliverly person could not find the address and cancelled   ,1 stars,negative,delivery,2026-04-17,english
RV0004539,ZPO0039715,U02635,83,"hello Coca Cola Thums Up quality is superb, will order again",1.0,positive,product,2026-06-23,tanglish
RV0006647,ZPO0028223,U00673,11,hi items were packed neatly withhhh proper separation,,positive,packaging,03/18/2026,english
RV0005800,ZPO0009639,U01021,92,as usual handling fee and platform fee on top of delivery is daylight robbery kindly resolve,5.0,negative,pricing,2026-05-30,english
RV0003464,ZPO0051478,U03089,40,as usual delivery person could not find the address and cancelled 😡,1.0,negative,DELIVERY,2026-06-30,english
RV0006658,ZPO0027388,U01810,86,"Guys romba fast delivery, thanks :(  visit https://zepto.example/offer for more",,positive,delivery,2026-04-13,tanglish
RV0006177,ZPO0015720,U03210,76,  FIRST TIME ORDERING BRU FILTER COFFEE HERE AND IT IS REALLY GOOD ...   ,5.0,positive,product,2026-01-22,english
RV0005516,ZPO0008836,U02701,63,"honestly love the new app design, very smooth !! ⭐",5.0,positive,app,2026-06-23,english
RV0002851,ZPO0010861,U01189,96,"seriously no separate bag for raw items, contaminated the rest 😤",1.0,negative,packaging,2026-02-24,english
RV0004853,ZPO0043289,U01447,35,"as usual cold items came in an insulated bag, well done :( ⭐  visit https://zepto.example/offer for more",5.0,positive,packaging,2026-02-09,english
RV0004418,ZPO0014195,U02041,2,"honestly order arrived, nothing to say about theee delivery thanks",5.0,neutral,delivery,2026-04-19,english
RV0007797,ZPO0038292,U01932,29,hi half the Guava was damaged and unusable,1.0,negative,product,2026-02-11,english
RV0000351,ZPO0065566,U00746,82,,4.0,neutral,pricing,07-Mar-2026,english
RV0004909,ZPO0040249,U00138,114,"team packaging was excellent, nothing was damaged",4.0,positive,packaging,2026-01-28,english
RV0002907,ZPO0006179,U00089,43,"seriously very fresh Amul Lassi Sweet, better than the local shop ... &nbsp;",5.0,positive,product,2026-01-26,english
RV0004505,ZPO0003580,U03835,25,once again half my order was not delivered and no one informed me :) 😠,1.0,negative,order,2026-05-16,english
RV0004642,ZPO0042788,U01627,51,team half my order was not delivered and no one informed me,,negative,order,2026-05-20,english
RV0002506,ZPO0014668,U00903,32,"GUYS CASHBACK WAS CREDITED IMMEDIATELY, NICE DO SOMETHING ABOUT IT ⭐",3.0,positive,offers,2026-03-24,english
RV0002621,ZPO0041601,U02633,51,"hi Kurkure Kurkure Masala Munch expiry date already over, how can you send this",1.0,negative,product,2026-04-29,tanglish
RV0004491,ZPO0002973,U00831,19,"ONCE AGAIN PAKAGING WAS EXCELLANT, NOTHING WAS DAMAGED PLS LOOK INTO THIS ❤️",4.0,positive,packaging,2026-04-23,english
RV0001115,ZPO0044116,U03363,30,once again prices increased a lot compared to last month  visit https://zepto.example/offer for more,2.0,negative,pricing,2026-01-14,english
RV0002847,ZPO0053679,U01751,6,,1.0,negative,product,2026-02-02,english
RV0005862,ZPO0015410,U02461,81,"membership is not worth the mony, barely any benefit 😡",1.0,negative,membership,2026-02-14,english
RV0000299,ZPO0055903,U02139,64,"packaging is terrible, everything was crushed 😠!!",3.0,negative,packaging,2026-06-16,english
RV0001676,ZPO0027685,U01160,98,"guys the Amul Vanilla Ice Cream was as expected, no complaints no praise",1.0,neutral,PRODUCT,2026-04-15,tanglish
RV0006576,ZPO0012530,U03043,9,hello app search works really well now pls look into this,5.0,positive,APP,26-Jun-2026,english
RV0007852,ZPO0046824,U03010,62,hi raised a complaint but customer service completely ignored it 👎,4.0,negative,customer_support,2026-05-31,english
RV0005376,ZPO0012075,U02557,43,"hello wrong order delivered, this is not what i ordered",1.0,neg,order,2026-06-25,english
RV0006323,ZPO0066604,U03441,111,"team worst Presto Garbage Bags i have received, totally rotten ...",2.0,negative,product,2026-05-13,english
RV0006759,ZPO0000308,U01652,46,Very reasonable pricing for the convenience :),5.0,positive,pricing,2026-02-16,english
RV0005741,ZPO0054865,U01785,111,guys half my order was not delivered and no one informed me,1.0,negative,order,2026-02-15,english
RV0003917,ZPO0071759,U03888,89,"support romba mosam, nobody replies",2.0,negative,customer_support,2026-06-19,tanglish
RV0000230,ZPO0075649,U02577,1,romba fresh ah irundhuchu the Tomato Local 👍,,positive,product,2026-04-12,tanglish
RV0000077,ZPO0027542,U01682,65,"worst experience, uninstalling the app do something about it",2.0,negative,others,2026-04-07,english
RV0007269,ZPO0010920,U01476,13,coupon code did not work at checkout !!,1.0,negative,offers,2026-05-18,english
RV0005762,ZPO0072090,U03387,67,"order was delivered, one item substituted pls look into this",4.0,neutral,order,18/03/2026,english
RV0007690,ZPO0023254,U01576,57,hello half the Grand Sweets Mixture was damaged and unusable ...,3.0,negative,product,2026-03-23,english
RV0006233,ZPO0007957,U03776,94,,1.0,negative,app,2026-03-31,tanglish
RV0002104,ZPO0057040,U00485,8,"applied a coupon, small discount receved !!",3.0,neutral,offers,2026-05-11,english
RV0006517,ZPO0073603,U00517,76,hello coupon code did not work at checkout pls look into this 💩,1.0,negative,offers,01-Apr-2026,english
RV0007653_DUP,ZPO0056271,U00311,31,"HELLO REFUND REQUEST RAISED, WAITING FOR UPDATE DO SOMETHING ABOUT IT",3.0,neutral,refund,2026-05-05,english
RV0003685,ZPO0003498,U03573,3,once again two items missing from my order :),1.0,negative,order,2026-05-03,english
RV0006219,ZPO0041708,U03682,55,"as usual Sunfeast Dark Fantasy was not fresh at all, very dissapointed !!",2.0,neg,product,2026-03-01,english
RV0005380,ZPO0074886,U01415,78,Guys order placement was smooth and everything arrived kindly reesolve,5.0,positive,order,21/03/2026,english
RV0005752,ZPO0061139,U01079,65,"team Tata Sampann Toor Dal expiry date already over, how can you send this ...",1.0,negative,product,2026-03-17,english
RV0005547,ZPO0053201,U01725,43,,1.0,negative,pricing,06-Jun-2026,english
RV0001615,ZPO0011198,U00902,86,"Bisleri Mineral Water expiry date already over, how can you send this thanks",1.0,negative,product,2026-02-08,english
RV0000608,ZPO0066826,U00413,87,team first time ordering Bisleri Mineral Water here and it is really good ...,4.0,positive,product,2026-06-07,english
RV0007311,ZPO0018618,U01074,102,  HELLO CUSTOMER CARE WAS VERY HELPFUL ANND POLITE :(   ,4.0,positive,customer_support,29-Jun-2026,english
RV0004895,ZPO0008733,U02067,92,Once again order said 10 minutes but came after an hour pls look into this &nbsp;,1.0,negative, delivery ,2026-03-03,english
RV0001094,ZPO0073686,U01993,65,delivery charge romba adhigam today,2.0,negative,pricing,2026-05-18,tanglish
RV0003356,ZPO0065341,U00582,47,app is very easy to use and fast,3.0,positive,app,03/28/2026,english
RV0002623,ZPO0072121,U00930,1,Once again received the order with a small change in items pls look into this,3.0,neutral,order,2026-04-12,english
RV0006709,ZPO0026534,U02220,47,delivery took the usual time,3.0,neutral,delivery,2026-06-13,english
RV0006618,ZPO0022231,U02353,85,"HELLO DELIVERY WAS OK, SLIGHTLY LATE BUT FINE",3.0,neutral,delivery,2026-03-24,english
RV0007867,ZPO0076227,U02377,67,  hellllo the rider left the order outside without telling me !!   ,1.0,negative,delivery,2026-06-27,english
RV0000204,ZPO0072803,U03363,36,"delivery romba late, 10 minutes nu sonninga !! 😠  visit https://zepto.example/offer for more &nbsp;!!!",2.0,negative,delivery,2026-04-12,tanglish
RV0002388,ZPO0041019,U01911,8,Payment process is very smooth and quick,4.0,POSITIVE,payment,2026-02-04,english
RV0003940,ZPO0070566,U03239,37,  seriously support agent was useless and kept repeating the same thing   ,1.0,negative,customer_support,2026-05-24,english
RV0006223,ZPO0049825,U00554,3,"hello Potato was not fresh at all, very disappointed ...",1.0,negative,product,2026-02-16,english
RV0000838,ZPO0053373,U01304,88,"hello packaging was excellent, nothing was damaged",5.0,positive,packaging,2026-05-21,english
RV0002935,ZPO0034720,U00319,37,"guys refund was processed within a few hours, very impressed :)",5.0,positive,refund,2026-06-14,english
RV0004984,ZPO0071519,U03124,1,"Tomato Local was not fresh at all, very disappointed kindly resolve 💩",1.0,negative,product,2026-06-23,english
