order_id,order_placed_at,store_id,store_lat,store_lon,delivery_zone,city,city_tier,customer_lat,customer_lon,distance_km,road_type,traffic_index,rainfall_mm,weather_condition,hour,weekday,peak_hour_flag,weekend_flag,festival_day_flag,item_count,order_amount,order_weight_kg,membership_type,demand_level,vehicle_type,rider_experience_months,current_rider_load,rider_rating,previous_acceptance_rate,rider_earnings_today,current_incentive,delivery_charge,delivery_time_minutes,rider_accepted,historical_delivery_cost,historical_travel_time,promo_code_applied,data_source
ZPO0034948,2026-05-20 20:54:00,DS0023,12.985599,77.595719,BEN-Z09,Bengaluru,1,13.025051,77.613214,4.779,arterial,0.6159,0.0,clear,20,2,1,0,0,4,104.69,1.395,pass,medium,bike,36.6,1,4.17,0.834,1065.1,89.3,78.3,34.09,1,62.862,32.07,,zepto_ops_export_v2
ZPO0020532,2026-01-18 22:06:00,DS0022,12.967086,77.602738,BEN-Z08,Bengaluru,1,12.934616,77.584824,4.099,narrow_lane,0.536,0.0,clear,22,6,0,1,0,3,128.32,1.27,none,low,scooter,39.9,2,4.96,0.766,560.57,36.19,65.0,44.61,0,67.44,33.374,,zepto_ops_export_v2
ZPO0021989,2026-06-06 19:55:00,DS0034,17.420472,78.47479,HYD-Z06,Hyderabad,1,17.409702,78.479555,1.3,arterial,0.7998,1.87,light_rain,19,5,Y,1,0,2,60.05,0.535,none,high,ev_bike,16.5,2,4.67,0.884,690.15,44.92,61.03,20.82,1,56.255,26.358,,zepto_ops_export_v2
ZPO0032893,2026-06-24 18:44:00,DS0011,13.107689,80.288533,CHE-Z11,chennai,1,13.067839,80.257798,5.542,narrow_lane,0.3484,0.0,clear,18,2,0,0,0,2,₹44.82,1.18,none,low,bike ,1.2,3,4.27,0.804,1273.03,42.38,82.13,43.88,0,61.13,30.262,,zepto_ops_export_v2
ZPO0006622,2026-06-02 20:51:00,DS0020,12.913579,77.605083,BEN-Z06,Bengaluru,1,12.896354,77.608935,1.96,arterial,0.6716,0.0,clear,20,1,1,0,0,10,213.19,5.29,-,medium,scooter,11.6,2,4.47,0.627,510.62,48.2,46.26,26.35,1,49.174,23.915,,zepto_ops_export_v2
ZPO0004522,2026-03-31 18:58:00,DS0030,17.339546,78.362421,HYD-Z02,HYD ,1,17.355453,78.337898,3.147,residential,0.3638,0.0,clear,18,1,0,0,1,3,50.29,1.32,none,medium,scooter,9.5,1,4.02,0.833,798.44,64.21,74.73,23.34,1,62.847,32.621,,zepto_ops_export_v2
ZPO0052540,2026-05-09 20:27:00,DS0048,19.037544,72.814437,MUM-Z09,Mumbai,1,19.031432,72.795325,2.121,narrow_lane,0.7689,0.0,clear,20,5,1,1,0,6,159.89,2.557,none,medium,scooter,5.3,3,4.74,0.436,456.74,45.47,53.91,37.82,1,51.438,24.237,,zepto_ops_export_v2
ZPO0000275,2026-05-12 12:45:00,DS0048,19.037544,72.814437,MUM-Z09,Mumbai,1,19.049254,72.832383,2.292,arterial,,5.27,moderate_rain,12,1,1,0,0,4,35.0,1.611,pass,low,bike,18.2,1,4.44,0.723,618.72,56.87,60.17,25.35,1,57.062,29.018,,zepto_ops_export_v2
ZPO0074133,01/22/2026 09:18,DS0001,13.09369,80.301218,CHE-Z01,Chennai,1,13.084136,80.311038,1.503,narrow_lane,0.6987,0.0,sunny,9,3,1,0,0,8,466.13,4.186,none,low,bike,8.6,1,4.35,0.892,1729.94,44.84,33.96,24.88,1,55.698,27.368,,zepto_ops_export_v2
ZPO0014672,2026-03-03 20:33:00,DS0006,13.083895,80.242972,CHE-Z06,Chennai,1,13.082818,80.266645,2.567,arterial,0.6894,0.0,clear,20,1,1,0,0,2,38.18,1.011,none,medium,bike ,14.1,2,4.14,0.73,2167.25,54.39,61.85,22.76,0,33.313,15.949,,zepto_ops_export_v2
ZPO0010301,2026-01-24 20:00:00,DS0021,13.028598,77.544217,BEN-Z07,Bengaluru,1,13.015892,77.540787,1.461,arterial,0.7856,0.0,clear,20,5,1,1,0,7,172.75,1.243,none,medium,scooter,21.7,3,4.68,0.75,1737.93,42.45,49.82,25.58,1,50.602,23.494,,zepto_ops_export_v2
ZPO0041487,2026-01-04 17:36:00,DS0009,12.989196,80.282597,CHE-Z09,Chennai,1,13.001107,80.293059,1.743,residential,0.3735,0.0,clear,17,6,0,1,0,6,122.75,0.883,none,medium,scooter,13.8,1,4.7,0.784,529.16,33.03,47.97,19.4,1,48.133,23.835,,zepto_ops_export_v2
ZPO0041700,2026-04-12 08:29:00,DS0049,19.152033,72.838243,MUM-Z10,Mumbai,1,19.124331,72.837648,3.081,residential,0.98,27.85,heavy_rain,8,6,1,1,0,2,176.49,0.15,none,high,bike,9.7,0,4.6,0.618,562.56,73.71,87.03,40.92,1,29.118,14.63,,zepto_ops_export_v2
ZPO0010985,17/05/2026 17:04,DS0057,28.604165,77.10169,DEL-Z06,Delhi NCR,1,28.589618,77.0959,1.713,residential,0.5639,0.0,clear,17,6,0,1,0,1,40.19,0.507, none,low,bike,23.7,0,4.08,0.563,680.73,25.82,43.95,14.64,1,73.4,37.398,,zepto_ops_export_v2
ZPO0030849,2026-05-19 06:43:00,DS0062,28.633234,77.222117,DEL-Z11,Delhi NCR,1,28.67169,77.214717,4.337,arterial,30.8%,0.0,clear,6,1,0,0,0,3,67.89,0.732,none,Low,scooter,2.0,2,4.52,0.667,478.24,47.42,67.6,29.9,0,52.406,23.768,,zepto_ops_export_v2
ZPO0021833,2026-02-11 07:21:00,DS0042,19.036485,72.873597,MUM-Z03,Mumbai,1,19.045057,72.881292,1.25,arterial,0.3082,4.45,light_rain,7,2,0,0,0,6,398.65,0.609,pass,low,bike,9.2,2,4.03,0.415,822.23,38.46,29.68,17.81,1,52.986,24.735,,zepto_ops_export_v2
ZPO0011581,02/11/2026 19:26,DS0032,17.336723,78.506211,HYD-Z04,Hyderabad,1,17.367008,78.516639,3.545,narrow_lane,0.621,0.0,clear,19,2,1,0,0,3,128.54,1.359,none,low,scooter,22.5,1,4.68,0.704,960.14,48.19,65.36,35.65,0,57.871,27.985,,zepto_ops_export_v2
ZPO0074379,2026-05-17 15:40:00,DS0019,12.967574,77.540858,BEN-Z05,Bengaluru,1,12.95845,77.568329,3.145,highway,0.4527,0.0,clear,15,6,0,1,0,2,35.0,0.316,pass,low,ev_bike,33.8,2,4.11,0.644,644.12,33.75,49.57,19.82,0,51.535,21.992,,zepto_ops_export_v2
ZPO0066055,2026-05-18 04:16:00,DS0041,19.073551,72.808853,MUM-Z02,Mumbai,1,19.078248,72.797516,1.301,residential,0.2855,0.0,clear,4,0,0,0,0,11,442.05,1.474,pass_plus,low,bike,1.3,2,4.27,0.687,617.07,29.38,26.03,21.54,1,63.032,31.206,,zepto_ops_export_v2
ZPO0026726,2026-03-18 12:03:00,DS0020,12.913579,77.605083,BEN-Z06,Bengaluru,1,12.919964,77.623083,2.076,narrow_lane,0.7332,3.09,light_rain,12,2,1,0,0,3,258.56,1.027,none,high,evbike,9.2,3,4.29,0.873,314.02,46.7,52.45,33.21,1,48.533,23.832,,zepto_ops_export_v2
ZPO0013157,2026-06-06 09:54:00,DS0034,17.420472,78.47479,HYD-Z06,Hyderabad,1,17.440529,78.467284,2.368,arterial,0.8863,0.0,clear,9,5,1,1,0,12,149.03,4.659,pass,high,bicyle,4.9,1,4.59,0.924,603.8,42.45,51.47,40.7,1,68.618,34.089,,zepto_ops_export_v2
ZPO0078889,2026-05-29 17:27:00,DS0053,28.620075,77.286468,DEL-Z02,Delhi NCR,1,28.608513,77.356263,6.933,residential,0.3263,0.0,clear,17,4,0,0,0,5,232.35,4.943,none,low,bicycle,-999.0,2,4.57,0.78,1716.49,104.98,61.68,69.16,0,56.309,27.269,,zepto_ops_export_v2
ZPO0004757,2026-03-23 21:56:00,DS0038,17.362706,78.397761,HYD-Z10,Hyderabad,1,17.342909,78.400711,2.224,high way,0.8498,0.0,clear,21,0,1,0,FALSE,7,379.05,1.643,pass,medium,bike,12.2,2,4.64,0.703,3860.86,42.28,30.52,23.32,0,27.097,13.956,,zepto_ops_export_v2
ZPO0029189,2026-01-15 11:50:00,DS0022,12.967086,77.602738,BEN-Z08,Bengaluru,1,12.973461,77.617473,1.747,residential,0.5193,17.02,heavy_rain,11,3,0,0,1,3,35.0,,none,medium,bike,54.4,2,4.53,0.84,1188.91,74.03,63.94,23.59,1,55.479,25.187,,zepto_ops_export_v2
ZPO0043108,2026-04-05 19:36:00,DS0013,13.001202,80.271869,CHE-Z13,Chennai,1,13.025876,80.228895,5.404,arterial,0.9387,8.59,moderate_rain,19,6,1,1,0,2,129.17,1.036,pass,low,bicycle,29.2,0,4.55,0.481,4200.0,100.18,76.24,84.42,0,59.756,27.907,,zepto_ops_export_v2
ZPO0008027,2026-06-23 23:07:00,DS0017,12.999763,77.568869,BEN-Z03,Bengaluru,1,13.011766,77.590825,2.728,arterial,0.3331,0.0,clear,23,1,0,0,0,3,85.25,1236.0,none,low,ev_bike,14.1,0,3.65,0.852,797.66,31.44,44.5,20.37,0,24.656,12.511,,zepto_ops_export_v2
ZPO0079004,2026-05-22 09:19:00,DS0031,17.454751,78.45571,HYD-Z03,Hyderabad,1,17.459098,78.481291,2.756,arterial,0.6363,,light_rain,9,4,1,0,0,3,56.17,1.133,pass,medium,ev_bike,36.2,2,5.0,0.698,831.14,63.37,48.2,25.58,1,54.279,26.028,,zepto_ops_export_v2
ZPO0074894,2026-02-03 18:04:00,DS0046,19.012064,72.903276,MUM-Z07,Mumbai,1,19.019325,72.886756,1.915,residential,0.4668,,clear,18,1,0,0,0,3,72.8,1.935,none,medium,ev_bike,4.8,3,4.81,0.503,866.49,26.65,51.87,27.0,1,60.282,28.256,,zepto_ops_export_v2
ZPO0027221,2026-04-24 15:08:00,DS0012,13.168793,80.215619,CHE-Z12,Chennai,1,13.153183,80.200438,2.391,arterial,0.4534,4.46,light_rain,15,4,0,0,0,4,105.82,0.977,none,medium,bike,7.9,0,4.7,0.513,541.15,44.09,54.11,15.53,1,51.417,24.297,,zepto_ops_export_v2
ZPO0013006,2026-03-24 18:43:00,DS0049,19.152033,72.838243,MUM-Z10,Mumbai,1,19.143676,72.824408,1.725,arterial,0.3197,4.28,light_rain,18,1,0,0,0,3,35.0,4.256,PASS,medium,bike,9.7,3,4.08,0.757,1307.27,39.32,54.89,20.5,1,52.799,26.087,,zepto_ops_export_v2
ZPO0048961,2026-01-27 17:03:00,DS0041,19.073551,72.808853,MUM-Z02,Mumbai,1,19.057322,72.848115,4.504,residential,0.4535,0.0,clear,17,1,0,0,0,5,339.96,1.449,pass_plus,low,ev_bike,9.7,2,4.13,0.583,897.59,66.43,35.88,41.2,0,20.442,10.359,,zepto_ops_export_v2
ZPO0007105,06-Jan-2026 12:18,DS0020,12.913579,77.605083,BEN-Z06,Bengaluru,1,12.945248,77.618891,3.826,residential,0.6285,0.0,clear,12,1,1,0,0,8,356.67,2.652,none,low,bike,,1,4.12,0.484,1088.85,69.14,52.99,33.69,1,63.075,29.925,,zepto_ops_export_v2
ZPO0056158,2026-02-04 18:39:00,DS0070,10.972085,76.949985,COI-Z07,Coimbatore,2,10.996417,76.934354,3.199,residential,,10.47,moderate_rain,18,2,0,0,0,2,122.28,1.516,pass,medium,scooter,13.6,3,4.01,0.938,841.11,54.47,58.7,28.59,0,47.573,24.623,,zepto_ops_export_v2
ZPO0056248,02-May-2026 22:21,DS0068,11.094216,76.860558,COI-Z05,Coimbatore,2,11.089259,76.87596,1.769,residential,0.5549,0.0,clear,22,5,FALSE,1,0,12,656.19,3.036,pass,medium,bike,16.4,3,4.66,0.674,426.63,31.67,19.53,23.59,1,46.323,22.281,,zepto_ops_export_v2
ZPO0050438,2026-01-31 08:28:00,DS0030,17.339546,78.362421,HYD-Z02,Hyderabad,1,17.349464,78.344209,2.225,resedential,0.6514,0.0,clear,8,5,1,1,0,2,63.44,0.815,none,high,ev_bike,3.0,0,4.37,0.53,615.08,41.2,60.33,21.95,1,51.174,28.319,,zepto_ops_export_v2
ZPO0051157,2026-03-05 16:35:00,DS0020,12.913579,77.605083,BEN-Z06,Bengaluru,1,12.9051,77.595657,1.39,residential,0.2473,0.0,clear,16,3,0,0,0,5,60.2,0.626,none,low,scooter,6.6,0,4.59,0.891,706.21,25.63,50.54,15.23,1,38.913,18.245,,zepto_ops_export_v2
ZPO0056516,2026-04-01 19:58:00,DS0007,13.066524,80.254772,CHE-Z07,Chennai,1,13.061846,80.262919,1.024,residential,0.6272,0.0,clear,19,2,1,0,0,3,138.61,1.111,none,high,bike,20.2,1,5.0,0.835,1665.02,33.95,53.5,14.64,1,55.086,26.411,,zepto_ops_export_v2
ZPO0076280,2026-02-10 19:45:00,DS0061,28.599307,77.205607,DEL-Z10,Delhi NCR,1,28.587897,77.185372,2.348,residential,,0.0,clear,19,1,1,0,0,4,73.31,1.064,none,medium,bike,0.6,1,,0.842,3041.55,45.4,64.12,28.0,1,65.376,30.978,,zepto_ops_export_v2
ZPO0009958,2026-04-04 13:41:00,DS0011,13.107689,80.288533,CHE-Z11,Chennai,1,13.102338,80.306841,2.07,residential,0.7255,0.0,clear,13,5,1,1,0,3,113.46,0.788,none,medium,scooter,8.4,0,4.72,0.894,1336.87,41.09,63.25,19.02,1,47.828,23.632,,zepto_ops_export_v2
ZPO0068741,2026-03-16 12:15:00,DS0081,10.723746,78.740815,TRI-Z04,Trichy,3,10.732075,78.729298,1.562,arterial,0.7952,0.0,clear,12,0,Y,0,0,2,72.5,0.789,pass,medium,scooter,25.0,0,4.96,0.67,2007.03,44.42,44.86,14.41,1,94.745,48.386,,zepto_ops_export_v2
ZPO0051739,2026-05-05 15:33:00,DS0020,12.913579,77.605083,BEN-Z06,Bengaluru,1,12.92313,77.641805,4.119,residential,0.344,0.0,Clear,15,1,0,0,0,4,157.7,1.244,none,low,bike,18.5,1,4.95,0.782,1421.97,41.62,58.29,31.44,0,53.764,23.29,,zepto_ops_export_v2
ZPO0005340,2026-06-03 23:03:00,DS0022,12.967086,77.602738,BEN-Z08,Bengaluru,1,12.946135,77.623585,3.245,narrow_lane,0.3457,0.0,clear,23,2,0,0,0,1,35.0,0.15,pass,low,BICYCLE,19.0,0,4.39,0.954,2837.47,35.24,49.53,40.97,0,49.214,23.384,,zepto_ops_export_v2
ZPO0032479,2026-01-23 13:29:00,DS0003,13.08345,80.279958,CHE-Z03,Chennai,1,13.084892,80.255532,2.65,residential,0.8882,2.24,lightrain,13,4,1,0,0,7,364.34,8.975,none,low,scooter,,1,4.35,0.818,787.67,67.26,64.49,36.43,1,45.721,23.213,,zepto_ops_export_v2
ZPO0041937,2026-04-23 08:28:00,DS0046,19.012064,72.903276,MUM-Z07,Mumbai,1,19.005581,72.891551,1.428,residential,0.5981,0.0,clear,8,3,1,0,0,3,82.79,0.341,none,medium,bike,10.8,2,3.9,0.803,245.91,47.27,64.12,20.03,1,57.269,29.004,,zepto_ops_export_v2
ZPO0044401,2026-03-12 17:52:00,DS0049,19.152033,72.838243,MUM-Z10,mumbai,1,19.141318,72.82161,2.115,residential,0.5507,15.96,heavy_rain,17,3,0,0,0,5,87.75,3.749,none,low,bike,16.5,0,3.73,0.775,2298.1,47.8,65.06,23.84,0,52.02,25.036,,zepto_ops_export_v2
ZPO0011845,2026-02-21 13:15:00,DS0036,17.351618,78.544213,HYD-Z08,Hyderabad,1,17.372807,78.540734,2.385,arterial,0.8291,0.0,clear,13,5,1,1,N,8,571.85,3.565,none,high,scooter,11.7,0,5.0,0.851,438.91,50.05,48.09,23.39,1,58.415,28.645,,zepto_ops_export_v2
ZPO0078000,2026-05-10 16:13:00,DS0035,17.432337,78.531114,HYD-Z07,hyd,1,17.471023,78.42565,11.986,residential,0.5415,1.18,light_rain,16,6,0,1,0,9,427.45,6.172,pass,low,scooter,47.0,3,4.52,0.804,823.66,81.35,135.7,78.97,0,62.228,29.59,,zepto_ops_export_v2
ZPO0016252,2026-01-02 22:01:00,DS0052,28.6353,77.181975,DEL-Z01,Delhi NCR,1,28.642696,77.193423,1.387,arterial,0.419,10.71,moderate_rain,22,4,0,0,0,3,123.74,1.696,none,high,SCOOTER,26.3,3,4.36,0.707,891.49,48.42,67.64,20.8,1,55.405,27.064,,zepto_ops_export_v2
ZPO0009704,2026-02-22 10:57:00,DS0025,13.005784,77.598458,BEN-Z11,Bengaluru,1,12.992436,77.54684,5.786,narrow_lane,0.4779,0.0,clear,10,6,0,1,0,1,35.0,0.36, none,LOW,bike,-999.0,3,4.32,0.746,1283.25,63.82,76.21,54.97,0,27.322,13.771,,zepto_ops_export_v2
ZPO0033757,2026-03-22 20:23:00,DS0063,28.65611,77.243342,DEL-Z12,Delhi NCR,1,28.672397,77.220547,2.868,residential,0.8354,0.0,clear,20,6,1,1,0,2,35.0,0.332,PASS,high,bike,12.8,2,3.78,0.942,1578.52,47.22,61.24,31.98,0,58.175,27.686,,zepto_ops_export_v2
ZPO0012485,2026-04-03 21:54:00,DS0042,19.036485,72.873597,MUM-Z03,Mumbai,1,19.023965,72.885297,1.858,residential,0.6381,1.39,light_rain,21,4,1,0,0,8,174.09,5.234,pass,medium,bike,17.4,2,4.74,0.556,731.99,47.04,45.39,24.57,1,56.486,26.215,,zepto_ops_export_v2
ZPO0008009,2026-02-01 09:04:00,DS0067,10.953722,76.93508,COI-Z04,Coimbatore,2,10.96197,76.921308,1.761,arterial,0.9092,13.54,moderate_rain,9,6,1,1,0,5,108.9,0.58,none,medium,ev_bike,13.9,2,4.25,0.866,930.26,73.33,57.69,28.73,1,77.574,36.435,,zepto_ops_export_v2
ZPO0075982,2026-06-14 16:49:00,DS0002,13.04181,80.181067,CHE-Z02,Chennai,1,13.032685,80.197664,2.065,arterial,0.4364,0.0,clear,16,6,0,1,0,5,55.2,3.436,none,medium,bike,26.1,0,4.7,0.774,772.02,35.22,43.53,16.99,1,53.614,25.946,,zepto_ops_export_v2
ZPO0002594,2026-05-05 10:30:00,DS0012,13.168793,80.215619,CHE-Z12,Chennai,1,13.187627,80.223276,2.252,arterial,0.434,0.0,clear,10,1,0,0,0,4,114.33,3.3,none,medium, scooter,16.3,0,4.44,0.871,1106.71,25.81,52.41,17.02,0,54.175,26.031,,zepto_ops_export_v2
ZPO0064975,2026-04-15 15:24:00,DS0077,9.934766,78.175925,MAD-Z06,Madurai,3,9.945044,78.165231,1.636,arterial,0.3867,0.0,clear,15,2,0,0,0,1,72.55,0.326,pass,low,bike,28.3,0,3.86,0.812,1921.4,INR 25.27,38.99,9.19,0,99.694,45.558,,zepto_ops_export_v2
ZPO0001356,2026-05-21 16:10:00,DS0010,13.085855,80.271117,CHE-Z10,Chennai,1,13.053675,80.29418,4.364,arterial,0.3453,2.02,light_rain,16,3,0,0,0,4,115.42,1585.0,none,low,bike,28.2,1,4.17,0.387,2135.95,49.62,72.14,25.54,0,51.471,24.511,,zepto_ops_export_v2
ZPO0070919,2026-01-23 08:37:00,DS0032,17.336723,78.506211,HYD-Z04,Hyderabad,1,17.334396,78.516216,1.093,residential,0.5768,0.0,clear,8,4,1,0,0,2,84.89,1.275,NONE,medium,bike,5.5,3,4.61,0.562,564.46,35.56,52.97,20.48,1,67.778,31.405,,zepto_ops_export_v2
ZPO0059542,18/03/2026 19:08,DS0056,28.64713,77.233083,DEL-Z05,Delhi NCR,1,28.635468,77.252683,2.311,residential,0.7285,0.0,clear,19,2,1,0,0,9,274.23,4.955,none,Medium,bike,25.2,3,3.92,0.809,1859.61,40.72,55.63,27.54,0,62.048,31.403,,zepto_ops_export_v2
ZPO0038219,2026-02-09 22:31:00,DS0022,12.967086,77.602738,BEN-Z08,Bengaluru,1,12.945677,77.623235,3.256,residential,0.418,9.2,moderate_rain,22,0,0,0,0,18,512.84,15.816,none,low,bicycle,12.9,1,4.85,0.609,2429.43,66.65,78.71,51.17,0,66.096,31.16,,zepto_ops_export_v2
ZPO0045333,2026-02-05 04:23:00,DS0025,13.005784,77.598458,BEN-Z11,Bengaluru,1,12.982301,77.585849,2.947,narrow_lane,0.3301,0.0,clear,4,3,0,0,0,3,160.15,1.881,none,low,bike,14.6,0,3.69,0.735,908.59,33.15,47.45,23.69,1,49.315,24.196,,zepto_ops_export_v2
ZPO0031506,2026-06-15 18:59:00,DS0057,28.604165,77.10169,DEL-Z06,delhi-ncr,1,28.625033,77.093865,2.443,highway,0.272,0.0,clear,18,0,0,0,0,10,104.31,3.843,no,low,bike,6.8,3,4.45,0.875,302.33,44.89,54.21,21.94,1,63.456,30.174,,zepto_ops_export_v2
ZPO0047126,2026-01-26 13:09:00,DS0053,28.620075,77.286468,DEL-Z02,Delhi NCR,1,28.631301,77.256482,3.182,arterial,0.6213,0.0,clear,13,0,TRUE,0,0,7,452.51,2.94,none,medium,bike,16.1,0,4.21,0.495,1363.42,63.33,52.32,23.13,0,75.986,36.718,,zepto_ops_export_v2
ZPO0031283,2026-02-22 20:45:00,DS0042,19.036485,72.873597,MUM-Z03,Mumbai,1,19.01211,72.90051,3.918,residential,0.8093,0.0,clear,20,6,TRUE,1,0,6,204.62,1.788,pass_plus,high,bike,19.2,1,4.55,0.807,806.83,52.45,44.41,43.3,1,67.412,31.073,,zepto_ops_export_v2
ZPO0060433,2026-04-17 08:02:00,DS0057,28.604165,77.10169,DEL-Z06,Delhi NCR,1,28.605406,77.114792,1.287,arterial,0.7077,0.0,clear,8,4,1,0,0,4,145.08,2.553,none,medium,ev_bike,38.9,1,5.0,0.535,900.01,37.82,54.87,16.97,1,29.854,14.255,,zepto_ops_export_v2
ZPO0026601,2026-06-05 13:54:00,DS0041,19.073551,72.808853,MUM-Z02,Mumbai,1,19.06404,72.801996,1.28,arterial,78.7%,5.63,moderate_rain,13,4,1,0,0,8,391.48,1.955,pass,high,bike,13.8,1,,0.648,2063.36,50.83,42.58,20.94,1,33.963,16.374,,zepto_ops_export_v2
ZPO0014526,2026-02-25 09:03:00,DS0051,19.020807,72.870459,MUM-Z12,Mumbai,1,19.028238,72.873409,0.883,residential,0.7299,0.0,clear,9,2,1,0,0,5,76.46,9.566,none,low,bicycle,11.6,0,4.39,0.616,631.16,34.65,65.17,22.16,1,68.585,34.626,,zepto_ops_export_v2
ZPO0018206,2026-02-20 00:19:00,DS0018,13.000426,77.566828,BEN-Z04,Bengaluru,1,13.005649,77.543632,2.579,arterial,0.4978,0.0,clear,0,4,0,0,0,3,215.21,,none,low,bicycle,4.1,0,4.65,0.486,1456.96,41.4,42.83,29.31,0,58.027,28.472,,zepto_ops_export_v2
ZPO0077761,09-Apr-2026 21:24,DS0015,13.009524,77.554209,BEN-Z01,Bengaluru,1,13.014017,77.542445,1.369,highway,0.669,0.0,clear,21,3,1,0,0,3,150.81,1.046,none,low,bike,17.2,3,4.23,0.768,1246.13,43.01,44.89,20.13,1,53.706,27.478,,zepto_ops_export_v2
ZPO0060604,2026-04-16 17:29:00,DS0001,13.09369,80.301218,CHE-Z01,Chennai,1,13.102826,80.277862,2.726,arterial,55.6%,0.0,clear,17,3,0,0,0,11,35.0,1.332,none,low,scooter,25.7,0,4.56,0.675,904.15,46.11,54.49,20.99,0,62.227,29.083,,zepto_ops_export_v2
ZPO0017913,18/03/2026 22:18,DS0023,12.985599,77.595719,BEN-Z09,Bengaluru,1,12.969774,77.614697,2.706,residential,0.5329,14.15,moderate_rain,22,2,0,0,N,2,77.44,1.323,pass,l,scooter,,1,4.23,0.739,916.62,55.34,50.13,25.49,0,59.541,29.005,,zepto_ops_export_v2
ZPO0015888,2026-03-29 13:34:00,DS0009,12.989196,80.282597,CHE-Z09,Chennai,1,12.965829,80.286394,2.631,highway,0.737,2.5,light_rain,13,6,1,1,0,3,76.9,0.639,none,high,ev_bike,2.6,0,4.21,0.866,464.54,65.34,68.49,20.66,1,53.248,24.895,,zepto_ops_export_v2
ZPO0041841,2026-03-17 08:21:00,DS0078,10.773466,78.733858,TRI-Z01,Trichy,3,10.769834,78.724953,1.053,arterial,0.5686,0.0,CLEAR,8,1,1,0,0,11,496.67,4.363,pass_plus,medium,scooter,12.2,0,4.57,0.888,737.68,37.96,14.5,13.48,1,92.48,43.995,,zepto_ops_export_v2
ZPO0014854,2026-06-13 13:37:00,DS0022,12.967086,77.602738,BEN-Z08,Bengaluru,1,12.985396,77.662583,6.797,highway,0.743,0.0,clear,13,5,1,1,0,1,35.0,0.774,none,high,scooter,6.8,2,4.56,0.912,314.78,74.03,119.85,38.75,0,53.966,26.536,,zepto_ops_export_v2
ZPO0008243,2026-04-06 13:41:00,DS0087,12.319566,76.674223,MYS-Z05,Mysuru,3,12.330436,76.665354,1.546,highway,0.6598,0.0,CLEAR,13,0,1,0,0,8,309.36,5.221,none,low,SCOOTER,,0,4.74,0.591,814.97,INR 39.15,20.38,14.76,1,109.108,52.424,,zepto_ops_export_v2
ZPO0032525,2026-01-10 20:35:00,DS0010,13.085855,80.271117,CHE-Z10,Chennai,1,13.078006,80.283062,1.561,highway,0.7705,0.0,clear,20,5,1,1,0,6,150.97,1.103,none,low,bike,17.7,1,4.67,0.425,2596.4,39.37,42.06,17.91,1,54.913,27.146,,zepto_ops_export_v2
ZPO0073212,2026-06-23 20:31:00,DS0017,12.999763,77.568869,BEN-Z03,Bengaluru,1,12.992069,77.583032,1.757,arterial,0.8587,10.52,moderate_rain,20,1,1,0,0,3,59.82,0.844,PASS,high,scooter,8.1,3,4.66,0.802,2190.87,INR 71.02,55.12,28.74,1,54.634,26.945,,zepto_ops_export_v2
ZPO0032142,2026-01-28 19:40:00,DS0032,17.336723,78.506211,HYD-Z04,HYD ,1,17.328338,78.498954,1.209,arterial,0.6718,0.0,clear,19,2,1,0,0,2,₹92.95,0.942,none,medium,ev_bike,9.2,1,4.82,0.773,859.37,43.86,57.74,14.21,1,53.602,24.452,,zepto_ops_export_v2
ZPO0021782,23-May-2026 11:05,DS0036,17.351618,78.544213,HYD-Z08,Hyderabad,1,17.339871,78.553771,1.654,arterial,0.4575,0.0,clear,11,5,0,1,0,6,222.99,2.849,pass,mediun,scooter,4.2,1,4.52,0.843,719.54,28.37,39.56,22.04,1,42.6,19.951,,zepto_ops_export_v2
ZPO0079383,2026-05-21 14:20:00,DS0060,28.636198,77.200089,DEL-Z09,Delhi NCR,1,28.647453,77.17597,2.666,highway,0.3295,0.0,clear,14,3,0,0,0,9,348.41,6.7,none,medium,ev_bike,29.8,3,4.11,0.491,393.78,30.5,37.83,22.98,0,75.215,34.53,,zepto_ops_export_v2
ZPO0001445,21-Apr-2026 10:42,DS0003,13.08345,80.279958,CHE-Z03,Chennai,1,13.070186,80.265995,2.112,artrial,0.3002,0.0,clear,10,1,FALSE,0,0,2,100.76,0.782,none,low,scooter,7.3,1,4.39,0.641,1898.11,INR 36.50,45.71,17.91,0,57.513,27.853,,zepto_ops_export_v2
ZPO0046039,2026-02-16 21:26:00,DS0054,28.74618,77.197588,DEL-Z03,Delhi NCR,1,28.742807,77.214792,1.719,HIGHWAY,0.7918,11.03,moderate_rain,21,0,1,0,0,3,170.0,0.654,pass,low,scooter,27.1,3,4.87,0.676,760.24,65.03,44.48,19.36,1,65.243,29.939,,zepto_ops_export_v2
ZPO0054531,2026-06-01 12:13:00,DS0058,28.640905,77.121366,DEL-Z07,Delhi NCR,1,28.654602,77.107748,2.021,residential,0.8292,7.16,moderate_rain,12,0,1,0,0,7,400.47,9.171,none,medium,ev_bik,18.9,2,4.5,0.773,353.39,68.3,59.97,32.24,1,72.623,34.797,,zepto_ops_export_v2
ZPO0034735,20/05/2026 18:16,DS0068,11.094216,76.860558,COI-Z05,Coimbatore,2,11.120456,76.867696,3.02,narrow lane,0.4852,0.0,clear,18,2,0,0,0,2,115.56,0.357,none,medium,ev_bike,2.9,3,,0.932,628.18,41.23,50.92,32.26,1,104.529,52.998,,zepto_ops_export_v2
